lemma,pos,cefr,gender,word,plural,pluralPattern,singularOnly,pluralOnly,governedCase,partizipII,auxiliary,praesens3sg,isSeparable,exampleDE,exampleEN,sourceLine,verification
ab,other,A1,,ab,,,0,0,,,,,0,Ab morgen muss ich arbeiten.,I have to work from tomorrow.,ab	Ab morgen muss ich arbeiten.	I have to work from tomorrow.,
der Hals,noun,A2,der,Hals,Hälse,¨-e,0,0,,,,,0,Mir tut der Hals weh.,My throat hurts.,"der Hals, ¨-e	Mir tut der Hals weh.	My throat hurts.",verified
"halten, hält, hat gehalten",other,A2,,"halten, hält, hat gehalten",,,0,0,,,,,0,Dieser Zug hält nicht in Rüdesheim.,This train doesn’t stop in Rüdesheim.,"halten, hält, hat gehalten	Dieser Zug hält nicht in Rüdesheim.	This train doesn’t stop in Rüdesheim.",
der Hamburger,noun,A2,der,Hamburger,Hamburger,-,0,0,,,,,0,"Einen Hamburger ohne Salat, bitte.","A hamburger without salad, please.","der Hamburger, -	Einen Hamburger ohne Salat, bitte.	A hamburger without salad, please.",verified
das Handtuch,noun,A2,das,Handtuch,Handtücher,¨-er,0,0,,,,,0,Gibst du mir bitte ein frisches Handtuch?,"Could you give me a fresh towel, please?","das Handtuch, ¨-er	Gibst du mir bitte ein frisches Handtuch?	Could you give me a fresh towel, please?",verified
"hängen, hängt, hat gehangen/gehängt",other,A2,,"hängen, hängt, hat gehangen/gehängt",,,0,0,,,,,0,Im Museum hängen moderne Bilder.,"In the museum, modern pictures are hanging.","hängen, hängt, hat gehangen/gehängt	Im Museum hängen moderne Bilder.	In the museum, modern pictures are hanging.",
hart,other,A2,,hart,,,0,0,,,,,0,Ich finde das Bett zu hart.,I find the bed too hard.,hart	Ich finde das Bett zu hart.	I find the bed too hard.,
hässlich,other,A2,,hässlich,,,0,0,,,,,0,Ich finde das Kleid hässlich. Es gefällt mir nicht.,I find the dress ugly. I don’t like it.,hässlich	Ich finde das Kleid hässlich. Es gefällt mir nicht.	I find the dress ugly. I don’t like it.,
die Hauptstadt,noun,A2,die,Hauptstadt,Hauptstädte,¨-e,0,0,,,,,0,Berlin ist die Hauptstadt von Deutschland.,Berlin is the capital of Germany.,"die Hauptstadt, ¨-e	Berlin ist die Hauptstadt von Deutschland.	Berlin is the capital of Germany.",verified
der Haushalt,noun,A2,der,Haushalt,Haushalte,-e,0,0,,,,,0,Wer macht bei euch den Haushalt? - Meine Frau und ich machen den Haushalt zusammen:,Who does the housework in your home? - My wife and I do the housework together:,"der Haushalt, -e	Wer macht bei euch den Haushalt? - Meine Frau und ich machen den Haushalt zusammen:	Who does the housework in your home? - My wife and I do the housework together:",verified
das Heft,noun,A2,das,Heft,Hefte,-e,0,0,,,,,0,Hast du dein Heft dabei?,Do you have your notebook with you?,"das Heft, -e	Hast du dein Heft dabei?	Do you have your notebook with you?",verified
"heiraten, heiratet, hat geheiratet",other,A2,,"heiraten, heiratet, hat geheiratet",,,0,0,,,,,0,Meine Schwester heiratet nächsten Monat.,My sister is getting married next month.,"heiraten, heiratet, hat geheiratet	Meine Schwester heiratet nächsten Monat.	My sister is getting married next month.",
heiß,other,A2,,heiß,,,0,0,,,,,0,"Vorsicht, der Tee ist heiß!","Be careful, the tea is hot!","heiß	Vorsicht, der Tee ist heiß!	Be careful, the tea is hot!",
"heißen, heißt, hat geheißen",other,A2,,"heißen, heißt, hat geheißen",,,0,0,,,,,0,Ich heiße Charlotte Meier.,My name is Charlotte Meier.,"heißen, heißt, hat geheißen	Ich heiße Charlotte Meier.	My name is Charlotte Meier.",
die Heizung,noun,A2,die,Heizung,Heizungen,-en,0,0,,,,,0,Es ist kalt. Ist die Heizung kaputt?,It’s cold. Is the heating broken?,"die Heizung, -en	Es ist kalt. Ist die Heizung kaputt?	It’s cold. Is the heating broken?",verified
"helfen, hilft, hat geholfen",other,A2,,"helfen, hilft, hat geholfen",,,0,0,,,,,0,Würden Sie mir bitte helfen?,Could you please help me?,"helfen, hilft, hat geholfen	Würden Sie mir bitte helfen?	Could you please help me?",
das Hemd,noun,A2,das,Hemd,Hemden,-en,0,0,,,,,0,Nick trägt heute ein neues Hemd.,Nick is wearing a new shirt today.,"das Hemd, -en	Nick trägt heute ein neues Hemd.	Nick is wearing a new shirt today.",verified
her/her-/-her,other,A2,,her/her-/-her,,,0,0,,,,,0,Komm bitte mal her!,"Come here, please!","her/her-/-her	Komm bitte mal her!	Come here, please!",
heraus/raus,other,A2,,heraus/raus,,,0,0,,,,,0,Möchtet ihr nicht rauskommen? Das Wetter ist so schön.,Don’t you want to come outside? The weather is so nice.,heraus/raus	Möchtet ihr nicht rauskommen? Das Wetter ist so schön.	Don’t you want to come outside? The weather is so nice.,
herein/rein,other,A2,,herein/rein,,,0,0,,,,,0,Herein! Die Tür ist offen.,Come in! The door is open.,herein/rein	Herein! Die Tür ist offen.	Come in! The door is open.,
"herstellen, stellt her, hat hergestellt",other,A2,,"herstellen, stellt her, hat hergestellt",,,0,0,,,,,0,In unserer Firma stellen wir Möbel her.,"In our company, we manufacture furniture.","herstellen, stellt her, hat hergestellt	In unserer Firma stellen wir Möbel her.	In our company, we manufacture furniture.",
"herunterladen, lädt herunter, hat heruntergeladen",other,A2,,"herunterladen, lädt herunter, hat heruntergeladen",,,0,0,,,,,0,Er lädt die Musik aus dem Internet herunter.,He is downloading the music from the internet.,"herunterladen, lädt herunter, hat heruntergeladen	Er lädt die Musik aus dem Internet herunter.	He is downloading the music from the internet.",
der Himmel,noun,A2,der,Himmel,,,1,0,,,,,0,Heute ist so tolles Wetter: Der Himmel ist blau und es gibt keine Wolken.,Today the weather is so nice: The sky is blue and there are no clouds.,der Himmel (Sg.)	Heute ist so tolles Wetter: Der Himmel ist blau und es gibt keine Wolken.	Today the weather is so nice: The sky is blue and there are no clouds.,verified
hin/hin-/-hin,other,A2,,hin/hin-/-hin,,,0,0,,,,,0,Wo gehst du hin?/Wohin gehst du?,Where are you going?/Where are you headed?,hin/hin-/-hin	Wo gehst du hin?/Wohin gehst du?	Where are you going?/Where are you headed?,
hinter,preposition,A2,,hinter,,,0,0,wechsel,,,,0,Hinter dem Haus haben wir einen Garten.,"Behind the house, we have a garden.","hinter	Hinter dem Haus haben wir einen Garten.	Behind the house, we have a garden.",
"hoffen, hofft, hat gehofft",other,A2,,"hoffen, hofft, hat gehofft",,,0,0,,,,,0,"Ich hoffe, dass es dir gut geht.",I hope that you are doing well.,"hoffen, hofft, hat gehofft	Ich hoffe, dass es dir gut geht.	I hope that you are doing well.",
hoffentlich,other,A2,,hoffentlich,,,0,0,,,,,0,Hoffentlich hat unser Zug keine Verspätung.,"Hopefully, our train isn’t delayed.","hoffentlich	Hoffentlich hat unser Zug keine Verspätung.	Hopefully, our train isn’t delayed.",
"holen, holt, hat geholt",other,A2,,"holen, holt, hat geholt",,,0,0,,,,,0,Soll ich uns etwas zu trinken holen?,Should I get us something to drink?,"holen, holt, hat geholt	Soll ich uns etwas zu trinken holen?	Should I get us something to drink?",
die Homepage,noun,A2,die,Homepage,Homepages,-s,0,0,,,,,0,Auf der Homepage von Freiburg gibt es alle wichtigen Informationen über die Stadt.,The homepage of Freiburg has all the important information about the city.,"die Homepage, -s	Auf der Homepage von Freiburg gibt es alle wichtigen Informationen über die Stadt.	The homepage of Freiburg has all the important information about the city.",verified
"hören, hört, hat gehört",other,A2,,"hören, hört, hat gehört",,,0,0,,,,,0,Hör mal! Was ist das?,Listen! What is that?,"hören, hört, hat gehört	Hör mal! Was ist das?	Listen! What is that?",
die Hose,noun,A2,die,Hose,Hosen,-n,0,0,,,,,0,Kann ich die Hose waschen?,Can I wash the pants?,"die Hose, -n	Kann ich die Hose waschen?	Can I wash the pants?",verified
"husten, hustet, hat gehustet",other,A2,,"husten, hustet, hat gehustet",,,0,0,,,,,0,Sie hustet seit zwei Tagen. Sie ist krank.,She has been coughing for two days. She is ill.,"husten, hustet, hat gehustet	Sie hustet seit zwei Tagen. Sie ist krank.	She has been coughing for two days. She is ill.",
die Idee,noun,A2,die,Idee,Ideen,-n,0,0,,,,,0,Was machen wir heute Abend? Hast du eine gute Idee?,What are we doing tonight? Do you have a good idea?,"die Idee, -n	Was machen wir heute Abend? Hast du eine gute Idee?	What are we doing tonight? Do you have a good idea?",verified
"informieren (sich), informiert, hat informiert",other,A2,,"informieren (sich), informiert, hat informiert",,,0,0,,,,,0,Ich möchte mich vor der Reise über das Land informieren.,I want to inform myself about the country before the trip.,"informieren (sich), informiert, hat informiert	Ich möchte mich vor der Reise über das Land informieren.	I want to inform myself about the country before the trip.",
die Insel,noun,A2,die,Insel,Inseln,-n,0,0,,,,,0,Ich möchte im Sommer auf einer Insel Urlaub machen.,I would like to vacation on an island in the summer.,"die Insel, -n	Ich möchte im Sommer auf einer Insel Urlaub machen.	I would like to vacation on an island in the summer.",verified
das Instrument,noun,A2,das,Instrument,Instrumente,-e,0,0,,,,,0,Ich spiele Klavier. Spielen Sie auch ein Instrument?,I play the piano. Do you also play an instrument?,"das Instrument, -e	Ich spiele Klavier. Spielen Sie auch ein Instrument?	I play the piano. Do you also play an instrument?",verified
intelligent,other,A2,,intelligent,,,0,0,,,,,0,Einstein war sehr intelligent.,Einstein was very intelligent.,intelligent	Einstein war sehr intelligent.	Einstein was very intelligent.,
das Interesse,noun,A2,das,Interesse,Interessen,-n,0,0,,,,,0,"Ich habe viele Interessen: Sport, Lesen, Kultur, Reisen.","I have many interests: sports, reading, culture, traveling.","das Interesse, -n	Ich habe viele Interessen: Sport, Lesen, Kultur, Reisen.	I have many interests: sports, reading, culture, traveling.",verified
"interessieren (sich), interessiert, hat interessiert",other,A2,,"interessieren (sich), interessiert, hat interessiert",,,0,0,,,,,0,Ich interessiere mich für Fußball.,I am interested in soccer.,"interessieren (sich), interessiert, hat interessiert	Ich interessiere mich für Fußball. 	I am interested in soccer.",
interessant,other,A2,,interessant,,,0,0,,,,,0,Ich lese gerade ein interessantes Buch.,I’m currently reading an interesting book.,interessant	Ich lese gerade ein interessantes Buch.	I’m currently reading an interesting book.,
das Interview,noun,A2,das,Interview,Interviews,-s,0,0,,,,,0,Komm schnell! Im Radio kommt ein Interview mit deinem Lieblingssänger.,Come quickly! There is an interview with your favorite singer on the radio.,"das Interview, -s	Komm schnell! Im Radio kommt ein Interview mit deinem Lieblingssänger. 	Come quickly! There is an interview with your favorite singer on the radio.",verified
die Jeans,noun,A2,die,Jeans,Jeans,wiktionary,0,1,,,,,0,Ich mag Jeans lieber als Röcke.,I prefer jeans to skirts.,die Jeans (Pl.)	Ich mag Jeans lieber als Röcke.	I prefer jeans to skirts.,verified
"jeder, jede, jedes",other,A2,,"jeder, jede, jedes",,,0,0,,,,,0,Das Restaurant hat jeden Tag geöffnet.,The restaurant is open every day.,"jeder, jede, jedes	Das Restaurant hat jeden Tag geöffnet.	The restaurant is open every day.",
jemand,other,A2,,jemand,,,0,0,,,,,0,Hat jemand meinen Stift?,Has someone seen my pen?,jemand	Hat jemand meinen Stift?	Has someone seen my pen?,
"joggen, joggt, ist/hat gejoggt",other,A2,,"joggen, joggt, ist/hat gejoggt",,,0,0,,,,,0,Ich jogge gern im Park.,I like to jog in the park.,"joggen, joggt, ist/hat gejoggt	Ich jogge gern im Park.	I like to jog in the park.",
die Jugendherberge,noun,A2,die,Jugendherberge,Jugendherbergen,-n,0,0,,,,,0,Wir übernachten in einer Jugendherberge.,We are staying in a youth hostel.,"die Jugendherberge, -n	Wir übernachten in einer Jugendherberge. 	We are staying in a youth hostel.",verified
die Jugendliche,noun,A2,die,Jugendliche,Jugendlichen,-n,0,0,,,,,0,Viele Jugendliche hören den ganzen Tag Musik.,Many young people listen to music all day.,"der/die Jugendliche, -n	Viele Jugendliche hören den ganzen Tag Musik. 	Many young people listen to music all day.",verified
der Kalender,noun,A2,der,Kalender,Kalender,-,0,0,,,,,0,"Haben Sie am Montag Zeit? - Einen Moment, ich schaue in meinem Kalender.","Do you have time on Monday? - One moment, I'll check my calendar.","der Kalender, -	Haben Sie am Montag Zeit? - Einen Moment, ich schaue in meinem Kalender.	Do you have time on Monday? - One moment, I'll check my calendar.",verified
kalt,other,A2,,kalt,,,0,0,,,,,0,Heute ist es sehr kalt.,Today it is very cold.,kalt	Heute ist es sehr kalt.	Today it is very cold.,
die Kamera,noun,A2,die,Kamera,Kameras,-s,0,0,,,,,0,Hannes hat eine neue Kamera. Er kann mit der Kamera Fotos und Filme machen.,Hannes has a new camera. He can take photos and videos with the camera.,"die Kamera, -s	Hannes hat eine neue Kamera. Er kann mit der Kamera Fotos und Filme machen.	Hannes has a new camera. He can take photos and videos with the camera.",verified
der Käse,noun,A2,der,Käse,,,1,0,,,,,0,Isst du lieber Käse oder Wurst?,Do you prefer cheese or sausage?,der Käse (Sg.)	Isst du lieber Käse oder Wurst?	Do you prefer cheese or sausage?,verified
die Katze,noun,A2,die,Katze,Katzen,-n,0,0,,,,,0,Meine Tochter wünscht sich eine Katze.,My daughter wants a cat.,"die Katze, -n	Meine Tochter wünscht sich eine Katze.	My daughter wants a cat.",verified
"kaufen, kauft, hat gekauft",other,A2,,"kaufen, kauft, hat gekauft",,,0,0,,,,,0,Tim kauft sich ein neues Auto.,Tim is buying a new car.,"kaufen, kauft, hat gekauft	Tim kauft sich ein neues Auto.	Tim is buying a new car.",
"kein, keine",other,A2,,"kein, keine",,,0,0,,,,,0,Hast du keinen Hunger?,Don’t you feel hungry?,"kein, keine	Hast du keinen Hunger?	Don’t you feel hungry?",
der Keller,noun,A2,der,Keller,Keller,-,0,0,,,,,0,Bitte bring die Kartoffeln in den Keller!,Please take the potatoes to the cellar!,"der Keller, -	Bitte bring die Kartoffeln in den Keller!	Please take the potatoes to the cellar!",verified
"kennen, kennt, hat gekannt",other,A2,,"kennen, kennt, hat gekannt",,,0,0,,,,,0,"Kennen Sie diese Frau? – Nein, leider nicht.","Do you know this woman? – No, unfortunately not.","kennen, kennt, hat gekannt	Kennen Sie diese Frau? – Nein, leider nicht.	Do you know this woman? – No, unfortunately not.",
"kennenlernen, lernt kennen, hat kennengelernt",other,A2,,"kennenlernen, lernt kennen, hat kennengelernt",,,0,0,,,,,0,Wo habt ihr euch kennengelernt? – Wir haben uns in München kennengelernt.,Where did you meet? – We met in Munich.,"kennenlernen, lernt kennen, hat kennengelernt	Wo habt ihr euch kennengelernt? – Wir haben uns in München kennengelernt.	Where did you meet? – We met in Munich.",
die Kenntnisse,noun,A2,die,Kenntnisse,,,0,1,,,,,0,Deine Deutschkenntnisse sind sehr gut!,Your German skills are very good!,die Kenntnisse (Pl.)	Deine Deutschkenntnisse sind sehr gut!	Your German skills are very good!,unverified
die Kette,noun,A2,die,Kette,Ketten,-n,0,0,,,,,0,Meine Mutter bekommt eine schöne Kette zum Geburtstag.,My mother is getting a beautiful necklace for her birthday.,"die Kette, -n	Meine Mutter bekommt eine schöne Kette zum Geburtstag.	My mother is getting a beautiful necklace for her birthday.",verified
die Kirche,noun,A2,die,Kirche,Kirchen,-n,0,0,,,,,0,Diese Kirche ist fast 800 Jahre alt.,This church is almost 800 years old.,"die Kirche, -n	Diese Kirche ist fast 800 Jahre alt.	This church is almost 800 years old.",verified
"klappen, klappt, hat geklappt",other,A2,,"klappen, klappt, hat geklappt",,,0,0,,,,,0,"Können wir uns heute Mittag treffen? – Ja, das klappt.","Can we meet this afternoon? – Yes, that works.","klappen, klappt, hat geklappt	Können wir uns heute Mittag treffen? – Ja, das klappt.	Can we meet this afternoon? – Yes, that works.",
das Klavier,noun,A2,das,Klavier,Klaviere,-e,0,0,,,,,0,Jakob kann sehr gut Klavier spielen.,Jakob can play the piano very well.,"das Klavier, -e	Jakob kann sehr gut Klavier spielen.	Jakob can play the piano very well.",verified
das Kleid,noun,A2,das,Kleid,Kleider,-er,0,0,,,,,0,Julia möchte ein rotes Kleid kaufen.,Julia wants to buy a red dress.,"das Kleid, -er	Julia möchte ein rotes Kleid kaufen.	Julia wants to buy a red dress.",verified
klug,other,A2,,klug,,,0,0,,,,,0,Molly ist ein kluges Mädchen.,Molly is a clever girl.,klug	Molly ist ein kluges Mädchen.	Molly is a clever girl.,
"kochen, kocht, hat gekocht",other,A2,,"kochen, kocht, hat gekocht",,,0,0,,,,,0,Herr Georgi kann gut kochen.,Mr. Georgi can cook well.,"kochen, kocht, hat gekocht	Herr Georgi kann gut kochen.	Mr. Georgi can cook well.",
die Kollegin,noun,A2,die,Kollegin,Kolleginnen,-nen,0,0,,,,,0,Wie heißt die neue Kollegin?,What’s the name of the new female colleague?,"der Kollege, -n / die Kollegin, -nen	Wie heißt die neue Kollegin?	What’s the name of the new female colleague?",verified
komisch,other,A2,,komisch,,,0,0,,,,,0,Der Film war sehr komisch. Wir haben viel gelacht.,The film was very funny. We laughed a lot.,komisch	Der Film war sehr komisch. Wir haben viel gelacht.	The film was very funny. We laughed a lot.,
"kommen, kommt, ist gekommen",other,A2,,"kommen, kommt, ist gekommen",,,0,0,,,,,0,Woher kommen Sie? – Aus Frankreich.,Where are you from? – From France.,"kommen, kommt, ist gekommen	Woher kommen Sie? – Aus Frankreich.	Where are you from? – From France.",
"können, kann, konnte, hat gekonnt",other,A2,,"können, kann, konnte, hat gekonnt",,,0,0,,,,,0,Ich kann Deutsch und Russisch. Aber Englisch kann ich nicht.,I can speak German and Russian. But I can’t speak English.,"können, kann, konnte, hat gekonnt	Ich kann Deutsch und Russisch. Aber Englisch kann ich nicht.	I can speak German and Russian. But I can’t speak English.",
der Kontakt,noun,A2,der,Kontakt,Kontakte,-e,0,0,,,,,0,Ich habe wenig Kontakt zu meinen Kollegen.,I have little contact with my colleagues.,"der Kontakt, -e	Ich habe wenig Kontakt zu meinen Kollegen.	I have little contact with my colleagues.",verified
"kontrollieren, kontrolliert, hat kontrolliert",other,A2,,"kontrollieren, kontrolliert, hat kontrolliert",,,0,0,,,,,0,Können Sie bei meinem Auto bitte das Öl kontrollieren?,Could you please check the oil in my car?,"kontrollieren, kontrolliert, hat kontrolliert	Können Sie bei meinem Auto bitte das Öl kontrollieren?	Could you please check the oil in my car?",
das Konzert,noun,A2,das,Konzert,Konzerte,-e,0,0,,,,,0,Für das Konzert am Sonntag gibt es noch Karten.,There are still tickets available for the concert on Sunday.,"das Konzert, -e	Für das Konzert am Sonntag gibt es noch Karten.	There are still tickets available for the concert on Sunday.",verified
der Körper,noun,A2,der,Körper,Körper,-,0,0,,,,,0,"Der Arzt sagt, ich muss etwas für meinen Körper tun, z. B. schwimmen oder Fahrrad fahren.","The doctor says I need to do something for my body, e.g., swim or ride a bike.","der Körper, -	Der Arzt sagt, ich muss etwas für meinen Körper tun, z. B. schwimmen oder Fahrrad fahren.	The doctor says I need to do something for my body, e.g., swim or ride a bike.",verified
